Nom fournisseur;Designation;Concatenation
KS SERVICES;KS-6399-01 - Intervention 08/02/22;LOGISTIQUE / HANDLING / PRODUCTION
KS SERVICES;Manutention LRF du 18/11/21;LOGISTIQUE / HANDLING / PRODUCTION
KSIC;Analyse statistique de films;LABO / ANALYSES / ANALYSES
KSIC;Assistance statistique 2022 LRF;LABO / PRESTATION / ANALYSES
KSIC;Formation OPTIMISATION TABLEAUX DE BORD;LABO / PRESTATION / ANALYSES
L EXCELLENCE TRAITEUR;Prestation traiteur excellence 2020;FRAIS GENERAUX / EVENEMENTIEL / 
L EXCELLENCE TRAITEUR;Prestation du 15/09/22 - Regul facture;FRAIS GENERAUX / EVENEMENTIEL / 
L EXCELLENCE TRAITEUR;Prestation traiteur excellence 2023;FRAIS GENERAUX / EVENEMENTIEL / 
L EXCELLENCE TRAITEUR;Prestation Barbecue Voreppe 21/06/2022;FRAIS GENERAUX / EVENEMENTIEL / 
L EXCELLENCE TRAITEUR;Prestation Barbecue LRF 16/06/2022;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;Masques FFP2;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;Trousses de secours;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;MUG EN CERAMIQUE 30CL;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;PORT S/VENTE;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;INFOGRAPHIE 20 MIN;FRAIS GENERAUX / EVENEMENTIEL / 
LA DIFFUSION MODERNE;Tour de cou;FRAIS GENERAUX / EVENEMENTIEL / 
LA POSTE;Contrat collecte et remise - LRF - 2022;FRAIS GENERAUX / COURRIER  / 
LA POSTE;LA POSTE Estimatif 2022;FRAIS GENERAUX / COURRIER  / 
LA POSTE;Contrat depose-collecte Voreppe-2022;FRAIS GENERAUX / COURRIER  / 
LA POSTE;Contrat d�affranchissement Affranchigo;FRAIS GENERAUX / COURRIER  / 
LA POSTE;Provision cout reel affranchissement;FRAIS GENERAUX / COURRIER  / 
LA REVUE FIDUCIAIRE;Prestation pedagogique Inter Paye;SERVICES SPECIALISES / FINANCE / 
LAVOISIER LIBRAIRIE;Commande annuelle 2022 de livres;INSTITUTIONNEL / PUBLICATIONS / 
LE MONDE D APRES;Prest. Ingenieur Tx Neuf 2022-CC017686;PRESTATION / PORTAGE / 
LE MONDE D APRES;Prestation instrumentation maintenance;PRESTATION / PORTAGE / 
LE MONDE D APRES;Prestation instrumentation R&D;PRESTATION / PORTAGE / 
LE MONDE D APRES;ELY VRP - Presta detudes;PRESTATION / PORTAGE / 
LE MONDE D APRES;Prest. Ingenieur Tx Neuf 01->08/23;PRESTATION / PORTAGE / 
LE MONDE D APRES;Frais de mission Norvege  - 11/2022;PRESTATION / PORTAGE / 
LECO FRANCE;Capsules Sn 15x6 mm ref : 502-040-DS;LABO / CONSOMABLE / 
LECO FRANCE;paniers nickel ref : 502-344;LABO / CONSOMABLE / 
LECO FRANCE;etalon 502-702;LABO / CONSOMABLE / 
LECO FRANCE;502-344 paniers Ni;LABO / CONSOMABLE / 
LECO FRANCE;502-040 capsules Sn;LABO / CONSOMABLE / 
LECO FRANCE;ACCORD DE SERVICES 2022 PMA - SP4;LABO / CONSOMABLE / 
LEFEVRE PELLETIER & ASSOCIES;Dossier Zaak - nov. 2022;SERVICES SPECIALISES / AVOCATS / 
LEMEUNIER YVES CONSEIL;SOHAR Support revue et management projet;PRESTATION / ASSISTANCE TECHNIQUE / 
LEMEUNIER YVES CONSEIL;Revue & management projet Billette Sohar;PRESTATION / ASSISTANCE TECHNIQUE / 
LEMEUNIER YVES CONSEIL;Complement 1 jour support Billette Sohar;PRESTATION / ASSISTANCE TECHNIQUE / 
LIBERTY ALUMINIUM DUNKERQUE;Scellement 25 blocs cathodiques CNG1;PRODUCTION / CATHODES / SCELEMENT
LIBERTY ALUMINIUM DUNKERQUE;Scellement 25 blocs cathodiques CNG3;PRODUCTION / CATHODES / SCELEMENT
LIMSEO;Maintenance Solution Laboratoire 2022;LABO / MAINTENANCE EQUIPEMENT / MAINTENANCE
LIXXBAIL;ALUVAL - Loc. traceur PW5000, 5 ans;IT / IMPRESSION / 
LOCABRI;Location tente Janvier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Mars 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Avril a Decembre 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Janvier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Fevrier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Fevrier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Mars 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Location tente Avril a Decembre 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Tente loyer Janvier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Tente loyer Fevrier 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Tente loyer Mars 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;Tente loyer Avril a Decembre 2022;MAINTENANCE / STOCKAGE / 
LOCABRI;DMIA/GEN2 Location tente Montage;MAINTENANCE / STOCKAGE / 
LOCABRI;DMIA/GEN2 Location tente Location;MAINTENANCE / STOCKAGE / 
LOCABRI;DMIA/GEN2 Location tente Demontage;MAINTENANCE / STOCKAGE / 
LOCABRI;070422-Depose pignons+2 fausses pointes;MAINTENANCE / STOCKAGE / 
LOCABRI;Tx -Bache dechiree sur la tente LOCABRI;MAINTENANCE / STOCKAGE / 
LUMOX;fourniture flexible metallique;MAINTENANCE / PIECES DE RECHANGE / 
M&C TECHGROUP GERMANY GMBH;93S0100 SP2000-H/R ou /C Vanne de rechan;MAINTENANCE / PIECES DE RECHANGE / 
M&C TECHGROUP GERMANY GMBH;93S0045 Joint plat 30 Viton;MAINTENANCE / PIECES DE RECHANGE / 
M&C TECHGROUP GERMANY GMBH;93S0020 Joint torique Viton 39,00x3,50;MAINTENANCE / PIECES DE RECHANGE / 
M&C TECHGROUP GERMANY GMBH;93S0025 Joint torique Viton 55,00x3,50;MAINTENANCE / PIECES DE RECHANGE / 
MA2IP;DV2206003  - Remplacement des API Alarme;MAINTENANCE / PRESTATION / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012033 Fabricat. element  passerelle;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012096-centralisation des vannes TGT;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012091-Modif.capot filtre degazage;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012123 - Fab & liv. 4 clarinettes;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012264 - fabrication de 2 couvercles;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012265 - fabrication de 2 rabats;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;Reparation lecteur badges;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012505 : Tubes Polyurethanes;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012489 - Systeme coulissement jauge;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012502-Four.&remplact roues/carriole;MAINTENANCE / PIECES DE RECHANGE / 
MAINTENANCE INDUST ISABELLE GODIER;DE00012552-Fab.&Liv.axe goupille+poignee;MAINTENANCE / PIECES DE RECHANGE / 
MALCOM HILL;Traduction article ICSOBA 2022;SERVICES SPECIALISES / TRADUCTION / Traduction
MALVERN PANALYTICAL SAS;PAK-LC060 - CRUCIBLE GUIDE BLADES;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;PAK-LC044 - CR RACK ALUMINA RODS;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;Frais de transport;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;20096996 - IPS1057 - Joints-hublots;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;20096996 - MPS2292 - INSITEC LOCAL ALIGN;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;20096996 - Frais de livraison;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;Assurance;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;Platinium: 4creusets + 4coupelles d.32mm;MAINTENANCE / PIECES DE RECHANGE / 
MALVERN PANALYTICAL SAS;Proc System-Bronze Level Service-PV;MAINTENANCE / PIECES DE RECHANGE / 
MANPOWER FRANCE;Presta Manpower Janvier-Juillet 2022;RH / INTERIM / ITERIM
MANPOWER FRANCE;Presta Manpower 1/03/2022 au 28/02/2023;RH / INTERIM / ITERIM
MANPOWER FRANCE;Provision pour frais de deplacement;RH / INTERIM / ITERIM
MANPOWER FRANCE;Presta Manpower 1/03/2022 au 28/02/2023;RH / INTERIM / ITERIM
MANPOWER FRANCE;Presta Manpower Juillet-Decembre 2022;RH / INTERIM / ITERIM
MANUTAN;A131718(2999M833) chaussures securite;MAINTENANCE / EPI / 
MANUTAN;A495632 chaussures securite;MAINTENANCE / EPI / 
MANUTAN;A384572 semelles;MAINTENANCE / EPI / 
MANUTAN;A384572 semelles;MAINTENANCE / EPI / 
MANUTAN;A125967 pinces coupantes diagonales;MAINTENANCE / OUTILLAGE / 
MANUTAN;A022644 coffret de 61 embouts;MAINTENANCE / OUTILLAGE / 
MANUTAN;A128747 coffret 36 pieces embouts vissag;MAINTENANCE / OUTILLAGE / 
MANUTAN;A018198 composition 21 outils;MAINTENANCE / OUTILLAGE / 
MANUTAN;A255347 pince de serrage;MAINTENANCE / OUTILLAGE / 
MANUTAN;A277860 jeux de tournevis;MAINTENANCE / OUTILLAGE / 
MANUTAN;A125991 pinces coupantes;MAINTENANCE / OUTILLAGE / 
MANUTAN;A166372 coffret 6 tournevis;MAINTENANCE / OUTILLAGE / 
MANUTAN;A472790 lot 4 piles;MAINTENANCE / OUTILLAGE / 
MANUTAN;A384572 semelles;MAINTENANCE / EPI / 
MANUTAN;A128022 pistolet a colle;MAINTENANCE / OUTILLAGE / 
MANUTAN;A008795 colle pour pistolet a colle;MAINTENANCE / OUTILLAGE / 
MANUTAN;A883781 decapeur thermique;MAINTENANCE / OUTILLAGE / 
MANUTAN;scotch A018370;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;scotch A169761;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;semelles A384571;MAINTENANCE / EPI / 
MANUTAN;assis debout A708248;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;seaux plastique A106416;MAINTENANCE / PIECES DE RECHANGE / 
MANUTAN;siege de direction A067631;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;telephone sans fil A751766;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;marchepied A825811;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;A036084 Classeur A3 noir 4 anneaux;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Tapis dentree absorbant-Rouleau-BtB;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Tapis dentree absorbant-Rouleau-BtB;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;A029935 chariot;MAINTENANCE / OUTILLAGE / 
MANUTAN;A148127 sangles;MAINTENANCE / OUTILLAGE / 
MANUTAN;A141597 cle a molette;MAINTENANCE / OUTILLAGE / 
MANUTAN;A108087 pince multiprise;MAINTENANCE / OUTILLAGE / 
MANUTAN;A024552(604M259) pince pour fut;MAINTENANCE / OUTILLAGE / 
MANUTAN;Fourniture de 6 fauteuils de bureau;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Fourniture de 2 fauteuils de bureau;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Fourniture 4 tables de pique-nique;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Fourniture 4 tables de pique-nique;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Bouchons oreilles  Devis N� Q2206669-1;MAINTENANCE / EPI / 
MANUTAN;Ciseaux Ref A468339;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Marqueurs permanents noir Ref A578556;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Cahiers A4 1 lot  Ref A169661;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Bouchons oreilles Ref A024538 (58M53);MAINTENANCE / EPI / 
MANUTAN;Gants anti chaleur Hotmax taille 10;MAINTENANCE / EPI / 
MANUTAN;Lampe torche led maglite XL50 A018844;MAINTENANCE / EPI / 
MANUTAN;Bouchons oreilles grande taille A016408;MAINTENANCE / EPI / 
MANUTAN;Charlottes jetables A903284;MAINTENANCE / EPI / 
MANUTAN;Fut Ercobox roulettes 150L bleu A011777;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Sac-poubelle coloris noir 75 microns 130;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MANUTAN;Recharge bouchons mousse Bilsomat 303L G;MAINTENANCE / EPI / 
MANUTAN;Ruban Brother;FRAIS GENERAUX / FOURNITURES DE BUREAUX / 
MARSH LTD;Directors & Officers Liability Insur ALV;SERVICES SPECIALISES / FINANCE / 
MARSH LTD;Directors & Officers Liability Insur LRF;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Assurance Flotte Auto ALUVAL 2021/2022;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Prime mission pour lexercice 2021/2022;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;LRF Assurance Flotte Auto 2021/2022;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;LRF Assurance Auto Missions 2021/2022;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Zurich Insurance RC Entreprise Aluval;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Zurich Insurance Fraude Aluval;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Zurich Insurance RC Entreprise LRF;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Zurich Insurance Fraude LRF;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Assurance Rio Tinto Aluminium Pechiney;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Assurance Flotte Auto ALUVAL 2022/2023;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Auto mission pour lexercice 2022/2023;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;LRF Assurance Flotte Auto 2022/2023;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;LRF Assurance Autos Missions 2022/2023;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Insurance Auto Mission LRF;SERVICES SPECIALISES / FINANCE / 
MARSH SAS;Directors & Officers Insurance ALV;SERVICES SPECIALISES / FINANCE / 
MARTOIA B.T.P.;Astreinte viabilite hivernale 2022/2023;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MARTOIA B.T.P.;Provision sur intervention deneigement;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MASE RHONE-ALPES;Appel a cotisation MASE Rhone-ALpes;INSTITUTIONNEL / COTISATION / 
MAURIENNE ESPACES VERTS;Entretien annuel espaces verts;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MAURIENNE ESPACES VERTS;Desherbage sous station cote Trimet;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MAURIENNE ESPACES VERTS;Fourniture et plantation 2 erables;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MAURIENNE ESPACES VERTS;Transport aeroport 17/11/22 auditeur SSE;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MB ELECTRONIQUE SAS;ALIM IE-IT6121B;LABO / MATERIEL / 
MECACHARVOZ;SURFACAGE DE 6 PIECES;MAINTENANCE / TRAVAIL DU METAL / 
MEDIA FORMATION;Cours anglais N. Menet;RH / FORMATION / 
MEGA SERVICES;1 x Bo�tier inferieur 516 QUADRIX;MAINTENANCE / PIECES DE RECHANGE / 
MENUISERIE NICOLETTI;6177- plexi 8 mm pour engin 43;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6178- pieces en bois dur de 1200 x 250 x;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Tasseau rabote;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6314- Fourniture de plexi 4 mm suivant m;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6179- Four.&pose ac adaptation serrures;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture chevrons sapin per�es;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;fourniture et pose cuisine maintenance;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Tasseaux usines et liteaux;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture et pose serrure de placard;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6269 - Demontage + evacuation platelage;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6270 - Fourniture et pose 2 cremones;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture et pose serrure de placard;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6298 -Demenagement de materiel de captat;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6355- Four.&pose panneaux contreplaque;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6354-Demontage platelage/passerelle ext.;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6356 - Caisson isolant des conducteurs�;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture et pose chassis bois;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6378 - fabrication rampe dacces dalle;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Remise en etat porte Labo;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;"6505-Demont;+evacuat+dechetterie+++";FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Montage plate forme pour Y CNG3;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Demontage passerelle de tete CNG3;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture et pose serrure;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Remplacement serrure bureau D109;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;tasseaux pour test etancheite;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;Fourniture et pose serrure placard;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6617 - Poignee porte grille atelier main;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MENUISERIE NICOLETTI;6626-Fourn. & pose bac acier /container;FRAIS GENERAUX / MAINTENANCE BATIMENT / 
MERSEN FRANCE SAS;plaques de fond en 2020 ref G640309;EXPLOITATION / TRAVAIL DU METAL / 
MERSEN FRANCE SAS;plot de centrage en 2020 ref G640310;EXPLOITATION / TRAVAIL DU METAL / 
MERSEN FRANCE SAS;plaques de fond en 2020 ref G640309;EXPLOITATION / TRAVAIL DU METAL / 
MERSEN FRANCE SAS;plots en 2020 Ref. G640310;EXPLOITATION / TRAVAIL DU METAL / 
MERSEN FRANCE SAS;creusets en 2020 Ref. G640347;EXPLOITATION / COULE DE METAL / 
MERSEN FRANCE SAS;creusets en 2020 Ref. G640322;EXPLOITATION / COULE DE METAL / 
MERSEN FRANCE SAS;cylindres en 2020 ref G640308;EXPLOITATION / COULE DE METAL / 
MERSEN FRANCE SAS;creusets en 2020 d100L280 ref G640312;EXPLOITATION / COULE DE METAL / 
MERSEN FRANCE SB SAS;Fusible Gr redresseur 2,5 ARGE30 TTF0400;MAINTENANCE / PIECES DE RECHANGE / 
MESSER FRANCE;Frais manutention, livraison, ...;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Reprise de 2 bouteilles;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Frais de gestion;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Gaz Argon en vrac;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Forfaits;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Contribution Energie;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Contribution Energie;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Bouteille de gaz - Azote 5 - C 5;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Bouteille de gaz - Azote 5 - C 0,3;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Reprise de 2 bouteilles Azote;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Location de 5 bouteilles 2022 a 2023;LABO / PRODUITS CHIMIQUES / GAZ
MESSER FRANCE;Location de 5 bouteilles 2022 a 2023;LABO / PRODUITS CHIMIQUES / GAZ
METALLERIE MAURIENNAISE;Fabrication chassis transport armoire;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Mise en place protection angle bat G;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14386 - Fabrication et pose deflecteur;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14398 - Pose porte promecam sur aerogli;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Echaffaudage tour virbraire /Palan 2T;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;ENTRETIEN PORTES LRF;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;CHENEAU LOCAL ELECTRIQUE;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Fabrication supports capteur cuve;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14533 - Repa/modif. 3 DAAC;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14528 - Reparation portail entree LRF;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14479 - Capot inox echangeur Captation.;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14538 - Auvent de protection tuyaux Cap;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Injecteur alumine tole inox 4mm;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14554 - Reparation tuyau D80 Elevateur;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Rideau a laniere local ventilateur;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14568 - Reparation rambardes Jauge;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14470 - Couvercles daspiration en Capt;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14628 - Fabrication de 2 injecteurs alu;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;14636-GOULOTTE INOX AF 3;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Fabrication + pose nouvelle bride;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14639/EM-Couvercle inox:visite+fabr+Liv;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;14368 -Reparation porte coulissante HH;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14690 - Modification de 3 Injecteurs;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14697-PANNEAUX SIGNALISATION;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14698-PORTE LOCAL ELECTRIQUE;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14700 - Pose injecteurs TGT + cha�ne &;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Fabrication et pose de 4 protections;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14543/EM - Support Ventillateur armoire;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14543/EM - Supp.Ventillat. armoire->pjt;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14691EM - GOULOTTE AIF 3;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Remise en etat poteaux pietons & toiture;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14701/MP- Extraction d�un tansformateur;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14746-Bandeau a ventouse/Atel. Carbone;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14641-Tuyau sortie silo;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14729 - Rail teflon porte Berger H3;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14734 - Meulage piece Elysis.pdf;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14671 - Goussets de renfort bras;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14563 - fabricaion soufflette + vanne i;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14564 - Fabrication tuyau inox D73;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14384 - Support inox pour Captation;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14670/EM-Toiture  Station  BC;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Controle turbine ventilateur cote sncf;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Depose ancien extracteur et gaines Labo;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14857 - Changement bavettes caoutchouc;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Fourniture et pose porte hall 9000;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Fourniture&Pose 2 fenetres WC maintenanc;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;M14966 - Travaux divers HH le 19 10 2022;MAINTENANCE / TRAVAIL DU METAL / 
METALLERIE MAURIENNAISE;Remplacement fenetres salles serveur;MAINTENANCE / TRAVAIL DU METAL / 
